Term,Coef,SE Coef,95% CI,T-Value,P-Value
  New Underwood,-2.883,0.603,"(-4.064, -1.702)",-4.78,0
  New Vienna,0.307,0.469,"(-0.612, 1.226)",0.65,0.513
  New Vineyard,-0.806,0.54,"(-1.865, 0.253)",-1.49,0.136
  New Virginia,-0.562,0.542,"(-1.624, 0.501)",-1.04,0.3
  New York,-0.899,0.384,"(-1.652, -0.146)",-2.34,0.019
  New York Mills,-0.777,0.467,"(-1.693, 0.140)",-1.66,0.097
  Newalla,0.693,0.762,"(-0.800, 2.186)",0.91,0.363
  Newark,-1.312,0.385,"(-2.068, -0.557)",-3.41,0.001
  Newaygo,-0.309,0.441,"(-1.174, 0.556)",-0.7,0.484
  Newberg,-0.769,0.384,"(-1.522, -0.017)",-2,0.045
  Newberry,-0.119,0.539,"(-1.176, 0.938)",-0.22,0.826
  Newburg,0.121,0.442,"(-0.746, 0.988)",0.27,0.785
  Newburgh,-1.63,0.409,"(-2.431, -0.829)",-3.99,0
  Newbury Park,-0.841,0.385,"(-1.595, -0.087)",-2.19,0.029
  Newcastle,-0.87,0.39,"(-1.634, -0.106)",-2.23,0.026
  Newell,-0.966,0.603,"(-2.147, 0.216)",-1.6,0.109
  Newfoundland,0.28,0.54,"(-0.778, 1.337)",0.52,0.604
  Newhall,-0.824,0.383,"(-1.574, -0.073)",-2.15,0.032
  Newman,-0.916,0.39,"(-1.679, -0.152)",-2.35,0.019
  Newmanstown,0.241,0.544,"(-0.824, 1.307)",0.44,0.657
  Newport,-0.816,0.384,"(-1.569, -0.063)",-2.12,0.034
  Newport Beach,-0.873,0.393,"(-1.643, -0.103)",-2.22,0.026
  Newport Center,-0.825,0.543,"(-1.889, 0.240)",-1.52,0.129
  Newport Coast,-0.841,0.539,"(-1.897, 0.216)",-1.56,0.119
  Newport News,-1.148,0.395,"(-1.923, -0.374)",-2.91,0.004
  Newton,-1.36,0.429,"(-2.201, -0.520)",-3.17,0.002
  Newton Falls,-1.88,0.54,"(-2.939, -0.820)",-3.48,0.001
  Newton Grove,-0.56,0.428,"(-1.399, 0.279)",-1.31,0.191
  Newtonville,-1.001,0.541,"(-2.061, 0.059)",-1.85,0.064
  Newtown,-0.383,0.54,"(-1.441, 0.675)",-0.71,0.478
  Newville,-0.373,0.54,"(-1.432, 0.686)",-0.69,0.49
  Niagara Falls,0.517,0.468,"(-0.400, 1.433)",1.1,0.269
  Niantic,0.497,0.468,"(-0.420, 1.415)",1.06,0.288
  Nicasio,-0.878,0.392,"(-1.646, -0.110)",-2.24,0.025
  Nice,-0.857,0.408,"(-1.658, -0.056)",-2.1,0.036
  Nicholasville,-1.074,0.47,"(-1.996, -0.152)",-2.28,0.022
  Nicolaus,-0.744,0.405,"(-1.538, 0.050)",-1.84,0.066
  Nicollet,0.037,0.441,"(-0.827, 0.902)",0.08,0.933
  Niles,-1.417,0.393,"(-2.188, -0.646)",-3.6,0
  Niota,-1.471,0.54,"(-2.529, -0.412)",-2.72,0.006
  Nipomo,-0.844,0.387,"(-1.602, -0.086)",-2.18,0.029
  Nisswa,-0.812,0.409,"(-1.613, -0.011)",-1.99,0.047
  Nitro,-1.16,0.43,"(-2.004, -0.317)",-2.7,0.007
  Noblesville,-0.282,0.468,"(-1.200, 0.636)",-0.6,0.547
  Nokesville,0.523,0.539,"(-0.534, 1.580)",0.97,0.333
  Nokomis,-0.574,0.404,"(-1.366, 0.219)",-1.42,0.156
  Norco,-0.872,0.385,"(-1.626, -0.118)",-2.27,0.023
  Norcross,-1.656,0.391,"(-2.422, -0.890)",-4.24,0
  Norden,-0.822,0.388,"(-1.582, -0.063)",-2.12,0.034
  Nordland,0.464,0.468,"(-0.454, 1.381)",0.99,0.322
  Norfolk,-0.961,0.386,"(-1.718, -0.204)",-2.49,0.013
  Norman,-0.397,0.713,"(-1.794, 1.001)",-0.56,0.578
  North Andover,-1.147,0.469,"(-2.067, -0.227)",-2.44,0.015
  North Antelope Valley,-0.925,0.419,"(-1.746, -0.105)",-2.21,0.027
  North Arlington,0.065,0.54,"(-0.993, 1.123)",0.12,0.904
  North Attleboro,-0.981,0.541,"(-2.041, 0.078)",-1.82,0.07
  North Augusta,-1.361,0.443,"(-2.229, -0.494)",-3.08,0.002
  North Aurora,-0.525,0.419,"(-1.346, 0.297)",-1.25,0.211
  North Babylon,-0.894,0.427,"(-1.732, -0.057)",-2.09,0.036
  North Baldwin,-1.408,0.468,"(-2.325, -0.491)",-3.01,0.003
  North Barrington,-1.181,0.468,"(-2.098, -0.264)",-2.52,0.012
  North Bellmore,-1.343,0.539,"(-2.400, -0.286)",-2.49,0.013
  North Bend,-0.851,0.384,"(-1.605, -0.098)",-2.21,0.027
  North Bergen,-1.436,0.402,"(-2.223, -0.649)",-3.57,0
  North Branch,-0.826,0.387,"(-1.585, -0.067)",-2.13,0.033
  North Brunswick,-1.138,0.428,"(-1.977, -0.299)",-2.66,0.008
  North Charleston,-0.698,0.394,"(-1.471, 0.074)",-1.77,0.077
  North Chesterfield,0.602,0.441,"(-0.263, 1.467)",1.36,0.173
  North Chicago,-1.097,0.395,"(-1.872, -0.322)",-2.77,0.006
  North Coastal,-0.854,0.539,"(-1.910, 0.203)",-1.58,0.113
  North East,-0.8,0.402,"(-1.588, -0.013)",-1.99,0.046
  North Fort Myers,-0.948,0.402,"(-1.736, -0.159)",-2.36,0.018
  North Franklin,0.29,0.419,"(-0.532, 1.112)",0.69,0.489
  North Grosvenordale,0.238,0.54,"(-0.820, 1.296)",0.44,0.66
  North Hampton,-0.864,0.414,"(-1.676, -0.053)",-2.09,0.037
  North Hartland,-0.885,0.472,"(-1.810, 0.041)",-1.87,0.061
  North Haven,-0.44,0.397,"(-1.218, 0.337)",-1.11,0.267
  North Hills,-0.86,0.384,"(-1.613, -0.107)",-2.24,0.025
  North Hollywood,-0.844,0.383,"(-1.595, -0.094)",-2.2,0.028
  North Jackson,0.295,0.54,"(-0.765, 1.354)",0.55,0.586
  North Little Rock,-1.251,0.391,"(-2.019, -0.484)",-3.2,0.001
  North Mankato,-0.822,0.427,"(-1.659, 0.015)",-1.92,0.054
  North Miami Beach,-0.348,0.428,"(-1.188, 0.491)",-0.81,0.416
  North Mono,-0.875,0.467,"(-1.791, 0.041)",-1.87,0.061
  North Plains,-0.823,0.427,"(-1.660, 0.014)",-1.93,0.054
  North Platte,0.335,0.471,"(-0.588, 1.257)",0.71,0.477
  North Port,-0.773,0.41,"(-1.576, 0.030)",-1.89,0.059
  North Powder,-0.986,0.385,"(-1.740, -0.232)",-2.56,0.01
  North Richland Hills,-1.383,0.419,"(-2.205, -0.561)",-3.3,0.001
  North Salem,-1.099,0.441,"(-1.964, -0.234)",-2.49,0.013
  North Salt Lake,-0.829,0.384,"(-1.582, -0.076)",-2.16,0.031
  North San Juan,-0.813,0.539,"(-1.869, 0.243)",-1.51,0.131
  North Scituate,-0.8,0.545,"(-1.868, 0.268)",-1.47,0.142
  North Smithfield,-0.436,0.448,"(-1.314, 0.441)",-0.97,0.33
  North Stonington,0.508,0.468,"(-0.409, 1.426)",1.09,0.278
  North Tonawanda,0.598,0.539,"(-0.459, 1.655)",1.11,0.267
  North Versailles,-0.014,0.541,"(-1.074, 1.046)",-0.03,0.979
  North Woodstock,-1.006,0.54,"(-2.065, 0.053)",-1.86,0.063
  Northampton,-0.56,0.469,"(-1.479, 0.360)",-1.19,0.233
  Northborough,-0.098,0.541,"(-1.159, 0.963)",-0.18,0.856
  Northbrook,-0.831,0.391,"(-1.597, -0.064)",-2.12,0.034
  Northfield,-0.799,0.386,"(-1.556, -0.042)",-2.07,0.039
  Northome,-0.804,0.427,"(-1.642, 0.033)",-1.88,0.06
  Northport,-0.414,0.414,"(-1.225, 0.396)",-1,0.317
  Northridge,-0.892,0.441,"(-1.756, -0.028)",-2.02,0.043
  Northville,-1.345,0.427,"(-2.183, -0.508)",-3.15,0.002
  Northwood,-1.404,0.468,"(-2.321, -0.487)",-3,0.003
  Norwalk,-0.861,0.383,"(-1.612, -0.111)",-2.25,0.024
  Norwich,-0.553,0.428,"(-1.391, 0.286)",-1.29,0.197
  Norwood,-1.827,0.468,"(-2.744, -0.909)",-3.9,0
  Norwood Young America,-0.813,0.427,"(-1.650, 0.024)",-1.9,0.057
  Notasulga,-1.045,0.443,"(-1.913, -0.177)",-2.36,0.018
  Noti,-0.818,0.387,"(-1.576, -0.060)",-2.11,0.035
  Nottingham,-1.301,0.429,"(-2.141, -0.461)",-3.04,0.002
  Novato,-0.847,0.385,"(-1.601, -0.094)",-2.2,0.028
  Novi,-1.285,0.397,"(-2.063, -0.507)",-3.24,0.001
  Nuevo,-0.726,0.39,"(-1.489, 0.038)",-1.86,0.063
  Nunnelly,0.651,0.468,"(-0.267, 1.569)",1.39,0.165
  Nutley,-1.157,0.468,"(-2.074, -0.239)",-2.47,0.013
  Nyack,-1.134,0.413,"(-1.944, -0.325)",-2.75,0.006
  Nyssa,-0.859,0.399,"(-1.641, -0.076)",-2.15,0.031
  O Brien,-0.485,0.396,"(-1.260, 0.291)",-1.22,0.221
  O Fallon,-1.189,0.422,"(-2.016, -0.362)",-2.82,0.005
  O Neals,-0.942,0.419,"(-1.763, -0.122)",-2.25,0.024
  Oak Brook,-1.02,0.388,"(-1.780, -0.260)",-2.63,0.009
  Oak Creek,-1.357,0.388,"(-2.117, -0.597)",-3.5,0
  Oak Forest,-0.456,0.428,"(-1.294, 0.382)",-1.07,0.287
  Oak Grove,-1.521,0.47,"(-2.443, -0.599)",-3.23,0.001
  Oak Harbor,-0.135,0.413,"(-0.945, 0.675)",-0.33,0.744
  Oak Hill,-1.212,0.542,"(-2.274, -0.151)",-2.24,0.025
  Oak Lawn,-1.757,0.54,"(-2.816, -0.699)",-3.25,0.001
  Oak Park,-1.097,0.39,"(-1.862, -0.332)",-2.81,0.005
  Oak View,-0.894,0.394,"(-1.666, -0.121)",-2.27,0.023
  Oakdale,-0.813,0.388,"(-1.573, -0.053)",-2.1,0.036
  Oakhurst,-0.91,0.389,"(-1.673, -0.147)",-2.34,0.019
  Oakland,-0.852,0.383,"(-1.602, -0.102)",-2.23,0.026
  Oakland Gardens,-0.831,0.393,"(-1.601, -0.062)",-2.12,0.034
  Oakland Park,-0.419,0.442,"(-1.286, 0.447)",-0.95,0.343
  Oakley,-0.721,0.398,"(-1.501, 0.059)",-1.81,0.07
  Oaklyn,0.025,0.442,"(-0.841, 0.891)",0.06,0.955
  Oakridge,-0.826,0.384,"(-1.578, -0.073)",-2.15,0.032
  Oakton,-1.421,0.539,"(-2.478, -0.363)",-2.63,0.008
  Oaktown,-1.712,0.468,"(-2.630, -0.794)",-3.66,0
  Oakwood,-2.136,0.54,"(-3.194, -1.078)",-3.96,0
  Ocala,-0.482,0.391,"(-1.248, 0.284)",-1.23,0.217
  Occidental,-0.896,0.405,"(-1.690, -0.101)",-2.21,0.027
  Ocean City,-0.179,0.443,"(-1.046, 0.688)",-0.4,0.686
  Ocean Isle Beach,0.426,0.469,"(-0.492, 1.345)",0.91,0.363
  Ocean Springs,-1.177,0.541,"(-2.238, -0.116)",-2.17,0.03
  Ocean View,-1.022,0.442,"(-1.887, -0.156)",-2.31,0.021
  Oceano,-0.923,0.409,"(-1.724, -0.123)",-2.26,0.024
  Oceanside,-0.842,0.383,"(-1.593, -0.090)",-2.19,0.028
  Ochlocknee,0.221,0.54,"(-0.836, 1.279)",0.41,0.681
  Ochopee,-1.377,0.54,"(-2.436, -0.319)",-2.55,0.011
  Ocoee,-0.906,0.407,"(-1.703, -0.109)",-2.23,0.026
  Oconomowoc,-0.801,0.406,"(-1.597, -0.005)",-1.97,0.049
  Odessa,-0.629,0.42,"(-1.452, 0.194)",-1.5,0.134
  Odon,0.069,0.54,"(-0.989, 1.128)",0.13,0.898
  Ogden,-0.82,0.383,"(-1.571, -0.069)",-2.14,0.032
  Ogema,-0.747,0.539,"(-1.804, 0.309)",-1.39,0.166
  Ogilvie,-0.801,0.441,"(-1.665, 0.063)",-1.82,0.069
  Ogunquit,-0.787,0.54,"(-1.846, 0.272)",-1.46,0.145
  Ohio City,0.12,0.469,"(-0.800, 1.039)",0.26,0.799
  Ojai,-0.867,0.387,"(-1.626, -0.108)",-2.24,0.025
  Okeechobee,-0.986,0.395,"(-1.760, -0.212)",-2.5,0.012
  Okemah,-1.386,0.762,"(-2.879, 0.107)",-1.82,0.069
  Okemos,-1.609,0.468,"(-2.526, -0.693)",-3.44,0.001
  Oklahoma City,-0.494,0.665,"(-1.799, 0.810)",-0.74,0.458
  Olalla,-1.521,0.54,"(-2.579, -0.463)",-2.82,0.005
  Olathe,-0.658,0.393,"(-1.428, 0.112)",-1.68,0.094
  Old Bridge,-0.471,0.419,"(-1.293, 0.351)",-1.12,0.261
  Old Chatham,0.054,0.539,"(-1.003, 1.111)",0.1,0.92
  Old Fort,-0.909,0.42,"(-1.731, -0.086)",-2.17,0.03
  Old Lyme,-1.021,0.428,"(-1.860, -0.182)",-2.39,0.017
  Old Mill Creek,-1.402,0.428,"(-2.240, -0.564)",-3.28,0.001
  Old Saybrook,-0.957,0.468,"(-1.875, -0.040)",-2.04,0.041
  Old Station,-0.594,0.392,"(-1.363, 0.175)",-1.51,0.13
  Old Town,-1.062,0.469,"(-1.981, -0.144)",-2.27,0.023
  Old Westbury,-1.381,0.406,"(-2.177, -0.586)",-3.41,0.001
  Olean,0.537,0.468,"(-0.379, 1.454)",1.15,0.251
  Olin,0.371,0.471,"(-0.551, 1.294)",0.79,0.43
  Olive Branch,-1.233,0.541,"(-2.294, -0.173)",-2.28,0.023
  Olivehurst,-0.879,0.386,"(-1.635, -0.122)",-2.28,0.023
  Olivia,-0.796,0.4,"(-1.579, -0.013)",-1.99,0.046
  Olney,-1.735,0.54,"(-2.794, -0.676)",-3.21,0.001
  Olympia,-0.509,0.39,"(-1.274, 0.255)",-1.31,0.191
  Olympia Fields,-1.738,0.54,"(-2.796, -0.681)",-3.22,0.001
  Omaha,-1.511,0.388,"(-2.271, -0.752)",-3.9,0
  Omro,-0.065,0.537,"(-1.118, 0.988)",-0.12,0.904
  Ona,-1.141,0.47,"(-2.063, -0.219)",-2.43,0.015
  Onalaska,-2.104,0.439,"(-2.964, -1.244)",-4.8,0
  Onamia,-0.791,0.392,"(-1.559, -0.023)",-2.02,0.044
  Oneonta,-0.577,0.419,"(-1.398, 0.244)",-1.38,0.168
  Ontario,-0.851,0.383,"(-1.601, -0.102)",-2.23,0.026
  Onyx,-0.861,0.418,"(-1.681, -0.041)",-2.06,0.04
  Ooltewah,-1.542,0.414,"(-2.353, -0.731)",-3.73,0
  Opa Locka,-1.171,0.395,"(-1.945, -0.396)",-2.96,0.003
  Opelika,0.61,0.541,"(-0.450, 1.670)",1.13,0.259
  Ophir,-0.484,0.428,"(-1.322, 0.354)",-1.13,0.258
  Orange,-0.791,0.383,"(-1.541, -0.040)",-2.06,0.039
  Orange City,0.546,0.54,"(-0.512, 1.604)",1.01,0.312
  Orange Park,-0.599,0.396,"(-1.375, 0.178)",-1.51,0.131
  Orangeburg,-1.358,0.404,"(-2.149, -0.567)",-3.36,0.001
  Orcutt,-0.912,0.427,"(-1.749, -0.075)",-2.13,0.033
  Orderville,0.757,0.468,"(-0.161, 1.674)",1.62,0.106
  Ordway,-0.819,0.468,"(-1.736, 0.098)",-1.75,0.08
  Orefield,-1.796,0.54,"(-2.855, -0.737)",-3.32,0.001
  Oregon,-0.015,0.465,"(-0.927, 0.898)",-0.03,0.975
  Oregon City,-0.809,0.384,"(-1.561, -0.056)",-2.11,0.035
  Oregonia,-1.263,0.443,"(-2.130, -0.396)",-2.85,0.004
  Oreland,-1.85,0.469,"(-2.769, -0.932)",-3.95,0
  Orem,-0.863,0.384,"(-1.616, -0.110)",-2.25,0.025
  Orick,-0.864,0.441,"(-1.728, -0.000)",-1.96,0.05
  Orient,0.065,0.542,"(-0.997, 1.127)",0.12,0.904
  Orinda,-0.836,0.385,"(-1.590, -0.082)",-2.17,0.03
  Oriskany,-1.365,0.539,"(-2.422, -0.308)",-2.53,0.011
  Orland,-0.89,0.39,"(-1.654, -0.125)",-2.28,0.023
  Orland Park,-0.737,0.54,"(-1.795, 0.320)",-1.37,0.172
  Orlando,-0.777,0.384,"(-1.530, -0.024)",-2.02,0.043
  Orleans,-0.893,0.539,"(-1.949, 0.164)",-1.66,0.098
  Orofino,-0.147,0.475,"(-1.079, 0.784)",-0.31,0.756
  Orono,-0.786,0.494,"(-1.755, 0.184)",-1.59,0.112
  Oronoco,-0.793,0.399,"(-1.576, -0.010)",-1.99,0.047
  Orosi,-0.827,0.427,"(-1.664, 0.010)",-1.94,0.053
  Oroville,-0.822,0.385,"(-1.576, -0.068)",-2.14,0.033
  Orr,-0.798,0.403,"(-1.588, -0.008)",-1.98,0.048
  Orting,-0.15,0.406,"(-0.946, 0.646)",-0.37,0.712
  Osage,-0.793,0.409,"(-1.594, 0.008)",-1.94,0.052
  Osakis,-0.868,0.394,"(-1.639, -0.097)",-2.21,0.027
  Oscoda,0.393,0.468,"(-0.523, 1.310)",0.84,0.4
  Oshkosh,-0.856,0.425,"(-1.688, -0.023)",-2.01,0.044
  Osseo,-0.808,0.385,"(-1.562, -0.054)",-2.1,0.036
  Ossineke,-0.347,0.54,"(-1.406, 0.712)",-0.64,0.521
  Ossining,-0.899,0.406,"(-1.694, -0.103)",-2.22,0.027
  Ossipee,-0.858,0.54,"(-1.916, 0.201)",-1.59,0.112
  Ostrander,0.222,0.54,"(-0.837, 1.281)",0.41,0.681
  Oswego,0.601,0.468,"(-0.315, 1.518)",1.29,0.199
  Otis,-0.813,0.385,"(-1.567, -0.059)",-2.11,0.035
  Otsego,0.288,0.441,"(-0.577, 1.152)",0.65,0.514
  Ottawa,-1.017,0.468,"(-1.934, -0.100)",-2.17,0.03
  Otter Rock,-0.831,0.39,"(-1.596, -0.066)",-2.13,0.033
  Ottertail,-0.764,0.539,"(-1.820, 0.293)",-1.42,0.157
  Ottumwa,0.564,0.542,"(-0.498, 1.626)",1.04,0.298
  Overland Park,-0.982,0.397,"(-1.759, -0.205)",-2.48,0.013
  Overton,-2.092,0.556,"(-3.181, -1.002)",-3.76,0
  Oviedo,-1.022,0.394,"(-1.793, -0.251)",-2.6,0.009
  Owatonna,-0.788,0.386,"(-1.545, -0.030)",-2.04,0.042
  Owens Cross Roads,-1.086,0.469,"(-2.005, -0.166)",-2.31,0.021
  Owosso,0.394,0.468,"(-0.523, 1.310)",0.84,0.4
  Oxbow,-0.869,0.539,"(-1.926, 0.188)",-1.61,0.107
  Oxford,-0.19,0.399,"(-0.973, 0.592)",-0.48,0.634
  Oxnard,-0.878,0.384,"(-1.630, -0.125)",-2.29,0.022
  Oxon Hill,-0.634,0.42,"(-1.457, 0.190)",-1.51,0.131
  Ozark,-0.538,0.407,"(-1.335, 0.259)",-1.32,0.186
  Pacheco,-0.918,0.427,"(-1.755, -0.081)",-2.15,0.032
  Pacific,-1.424,0.419,"(-2.246, -0.602)",-3.4,0.001
  Pacific Grove,-0.909,0.539,"(-1.965, 0.148)",-1.69,0.092
  Pacific Junction,0.464,0.542,"(-0.598, 1.526)",0.86,0.392
  Pacific Palisades,-0.907,0.399,"(-1.690, -0.125)",-2.27,0.023
  Pacifica,-0.837,0.391,"(-1.604, -0.070)",-2.14,0.032
  Paeonian Springs,-1.366,0.539,"(-2.423, -0.309)",-2.53,0.011
  Page,0.332,0.469,"(-0.587, 1.250)",0.71,0.479
  Paicines,-0.867,0.418,"(-1.687, -0.047)",-2.07,0.038
  Painesville,0.082,0.469,"(-0.837, 1.002)",0.18,0.86
  Paisley,-0.91,0.396,"(-1.686, -0.134)",-2.3,0.022
  Pala,-0.819,0.39,"(-1.583, -0.055)",-2.1,0.036
  Palatine,-1.099,0.419,"(-1.920, -0.277)",-2.62,0.009
  Palestine,0.355,0.444,"(-0.514, 1.225)",0.8,0.423
  Palisade,-0.994,0.413,"(-1.803, -0.185)",-2.41,0.016
  Palisades Park,0.341,0.54,"(-0.717, 1.399)",0.63,0.527
  Palm Bay,-0.913,0.442,"(-1.779, -0.046)",-2.06,0.039
  Palm Beach Gardens,-0.9,0.398,"(-1.680, -0.120)",-2.26,0.024
  Palm City,-0.654,0.42,"(-1.477, 0.169)",-1.56,0.12
  Palm Harbor,-1.403,0.54,"(-2.461, -0.345)",-2.6,0.009
  Palmdale,-0.869,0.383,"(-1.621, -0.118)",-2.27,0.023
  Palmer,-0.091,0.443,"(-0.959, 0.777)",-0.2,0.838
  Palmerton,0.069,0.54,"(-0.990, 1.128)",0.13,0.899
  Palmetto,-0.571,0.394,"(-1.344, 0.202)",-1.45,0.148
  Palmetto Bay,-1.341,0.54,"(-2.399, -0.282)",-2.48,0.013
  Palmyra,-1.978,0.54,"(-3.037, -0.919)",-3.66,0
  Palo Cedro,-0.852,0.467,"(-1.768, 0.064)",-1.82,0.068
  Palos Park,-1.595,0.54,"(-2.652, -0.537)",-2.96,0.003
  Panama City,-1.376,0.54,"(-2.435, -0.318)",-2.55,0.011
  Panama City Beach,0.526,0.54,"(-0.532, 1.584)",0.97,0.33
  Panguitch,-0.852,0.386,"(-1.607, -0.096)",-2.21,0.027
  Panorama City,-0.901,0.427,"(-1.738, -0.063)",-2.11,0.035
  Paoli,0.228,0.54,"(-0.830, 1.287)",0.42,0.672
  Paonia,0.089,0.54,"(-0.968, 1.147)",0.17,0.869
  Papillion,-1.566,0.444,"(-2.437, -0.695)",-3.52,0
  Parachute,-1.468,0.442,"(-2.333, -0.602)",-3.32,0.001
  Paradise,-0.718,0.401,"(-1.504, 0.068)",-1.79,0.073
  Paragon,0.267,0.54,"(-0.792, 1.325)",0.49,0.621
  Paragonah,-0.803,0.386,"(-1.559, -0.047)",-2.08,0.037
  Paragould,-1.463,0.541,"(-2.524, -0.401)",-2.7,0.007
  Paramount,-0.853,0.383,"(-1.604, -0.101)",-2.22,0.026
  Paramus,-1.35,0.396,"(-2.126, -0.575)",-3.41,0.001
  Parish,0.357,0.468,"(-0.560, 1.274)",0.76,0.445
  Park Rapids,-0.798,0.394,"(-1.570, -0.025)",-2.02,0.043
  Park Ridge,-0.619,0.409,"(-1.421, 0.182)",-1.51,0.13
  Park Valley,-0.867,0.419,"(-1.688, -0.046)",-2.07,0.038
  Parker,-0.845,0.389,"(-1.607, -0.084)",-2.18,0.03
  Parker City,0.036,0.54,"(-1.022, 1.095)",0.07,0.946
  Parkers Prairie,-0.783,0.409,"(-1.584, 0.018)",-1.92,0.055
  Parkersburg,-1.16,0.47,"(-2.082, -0.238)",-2.47,0.014
  Parkman,-0.775,0.604,"(-1.958, 0.409)",-1.28,0.199
  Parksley,-0.498,0.539,"(-1.555, 0.559)",-0.92,0.356
  Parkston,-2.684,0.54,"(-3.743, -1.625)",-4.97,0
  Parkton,-0.732,0.429,"(-1.572, 0.108)",-1.71,0.088
  Parkville,-1.307,0.403,"(-2.096, -0.518)",-3.25,0.001
  Parlier,-0.842,0.441,"(-1.706, 0.022)",-1.91,0.056
  Parlin,-0.382,0.442,"(-1.247, 0.484)",-0.86,0.387
  Parma,-1.027,0.441,"(-1.892, -0.162)",-2.33,0.02
  Paron,0.51,0.541,"(-0.551, 1.571)",0.94,0.346
  Parowan,-0.117,0.468,"(-1.034, 0.800)",-0.25,0.803
  Parrish,0.337,0.428,"(-0.502, 1.176)",0.79,0.431
  Parshall,-1.147,0.54,"(-2.204, -0.089)",-2.13,0.034
  Parsippany,-1.318,0.396,"(-2.093, -0.542)",-3.33,0.001
  Parsonsburg,0.049,0.54,"(-1.010, 1.108)",0.09,0.927
  Pasadena,-0.69,0.401,"(-1.477, 0.097)",-1.72,0.086
  Paso Robles,-0.88,0.387,"(-1.638, -0.122)",-2.27,0.023
  Pass Christian,-1.099,0.542,"(-2.161, -0.037)",-2.03,0.043
  Pataskala,-1.305,0.442,"(-2.172, -0.438)",-2.95,0.003
  Patchogue,-0.43,0.419,"(-1.251, 0.391)",-1.03,0.305
  Paterson,-1.188,0.395,"(-1.962, -0.414)",-3.01,0.003
  Patterson,-0.887,0.385,"(-1.641, -0.134)",-2.31,0.021
  Pattersonville,-1.35,0.468,"(-2.266, -0.433)",-2.89,0.004
  Paulden,0.123,0.442,"(-0.744, 0.990)",0.28,0.781
  Paulsboro,-0.663,0.54,"(-1.720, 0.395)",-1.23,0.219
  Pavilion,-0.652,0.539,"(-1.709, 0.405)",-1.21,0.227
  Paw Paw,-1.334,0.409,"(-2.135, -0.532)",-3.26,0.001
  Pawcatuck,0.103,0.54,"(-0.955, 1.161)",0.19,0.848
  Pawtucket,-0.491,0.398,"(-1.271, 0.290)",-1.23,0.218
  Paxton,-0.48,0.442,"(-1.345, 0.386)",-1.09,0.277
  Payette,-0.128,0.475,"(-1.059, 0.804)",-0.27,0.788
  Paynes Creek,-0.899,0.467,"(-1.815, 0.017)",-1.92,0.054
  Paynesville,-0.787,0.401,"(-1.573, -0.001)",-1.96,0.05
  Payson,-0.815,0.385,"(-1.570, -0.061)",-2.12,0.034
  Peabody,-1.02,0.541,"(-2.081, 0.040)",-1.89,0.059
  Peachtree City,0.191,0.468,"(-0.727, 1.108)",0.41,0.684
  Pearblossom,-0.573,0.399,"(-1.356, 0.209)",-1.44,0.151
  Pearl,-0.856,0.444,"(-1.725, 0.014)",-1.93,0.054
  Pearl River,0.411,0.468,"(-0.505, 1.328)",0.88,0.379
  Pearland,-0.569,0.419,"(-1.391, 0.253)",-1.36,0.175
  Pearson,0.129,0.468,"(-0.788, 1.047)",0.28,0.782
  Pebble Beach,-0.847,0.398,"(-1.627, -0.067)",-2.13,0.033
  Peculiar,-0.551,0.542,"(-1.613, 0.511)",-1.02,0.309
  Pedricktown,-1.763,0.468,"(-2.681, -0.845)",-3.76,0
  Peekskill,0.018,0.468,"(-0.898, 0.935)",0.04,0.969
  Pekin,-0.677,0.54,"(-1.735, 0.380)",-1.26,0.209
  Pelham,-1.301,0.413,"(-2.111, -0.490)",-3.15,0.002
  Pelican,-0.233,0.543,"(-1.298, 0.831)",-0.43,0.668
  Pelican Lake,-0.126,0.465,"(-1.038, 0.786)",-0.27,0.786
  Pelican Rapids,-0.817,0.427,"(-1.654, 0.020)",-1.91,0.056
  Pell City,-1.143,0.541,"(-2.203, -0.084)",-2.11,0.034
  Pella,-1.48,0.542,"(-2.542, -0.418)",-2.73,0.006
  Pembroke,-1.462,0.468,"(-2.380, -0.545)",-3.13,0.002
  Pembroke Pines,-1.218,0.396,"(-1.995, -0.442)",-3.08,0.002
  Pendleton,-0.858,0.383,"(-1.608, -0.107)",-2.24,0.025
  Penfield,-1.987,0.541,"(-3.048, -0.927)",-3.67,0
  Pengilly,-0.826,0.427,"(-1.663, 0.011)",-1.93,0.053
  Penhook,0.628,0.539,"(-0.429, 1.685)",1.16,0.244
  Penn Laird,-1.4,0.468,"(-2.317, -0.484)",-2.99,0.003
  Penn Valley,-0.901,0.409,"(-1.701, -0.100)",-2.2,0.028
  Pennock,-0.799,0.539,"(-1.856, 0.258)",-1.48,0.138
  Penns Grove,-0.772,0.442,"(-1.638, 0.094)",-1.75,0.08
  Pennsauken,-0.828,0.4,"(-1.612, -0.044)",-2.07,0.039
  Penrose,-0.733,0.399,"(-1.514, 0.048)",-1.84,0.066
  Penryn,-0.87,0.398,"(-1.650, -0.090)",-2.19,0.029
  Pensacola,-1.051,0.393,"(-1.822, -0.281)",-2.67,0.007
  Pentwater,0.175,0.539,"(-0.882, 1.232)",0.33,0.745
  Peoria,-0.926,0.397,"(-1.704, -0.147)",-2.33,0.02
  Pequot Lakes,-0.779,0.441,"(-1.643, 0.085)",-1.77,0.077
  Perham,-0.803,0.409,"(-1.604, -0.002)",-1.96,0.05
